"","ad_Individual_Band","Year","Species","Location","Site","Nest","site_box_year","n_sampleID","n_percent_aquatic_occ","n_percent_aquatic_ra","n_num_fam","n_X","n_Individual_Band","n_Adult_or_Nestling","n_Sex","n_Capture_Date","n_Capture_Number","n_Age","n_Mass","n_Bill.Head","n_Flat_Wing","n_Current_Brood_Size","n_Nestling_Fate","n_Notes","n_Nest_Experiment","n_Nest_Treatment","n_Day6_Brood_Mass","n_Brood_Size_Day6","n_Nest_Fate","n_avg_day6_mass","n_exp_treat","n_TotalReads","n_brood_size_sampling_time","ad_X","ad_Adult_or_Nestling","ad_Sex","ad_Capture_Date","ad_Capture_Number","ad_Age","ad_Mass","ad_Bill.Head","ad_Flat_Wing","ad_Current_Brood_Size","ad_Nestling_Fate","ad_sampleID","ad_Notes","ad_Nest_Experiment","ad_Nest_Treatment","ad_Day6_Brood_Mass","ad_Brood_Size_Day6","ad_Nest_Fate","ad_avg_day6_mass","ad_exp_treat","ad_percent_aquatic_ra","ad_percent_aquatic_occ","ad_num_fam"
"172",278172408,"2019","TRES","Ithaca","Unit_4","12","Unit_4_12_2019","P19N422",0.285714285714286,0.226008724100327,14,714,278172481,"Nestling","Unknown","21-Jun-19",NA,"12",16,24.5,31,3,"Fledged","","Light","Light",20.74,3,"Fledged",6.91333333333333,"Light_Light",3668,3,420,"Adult","F","15-Jun-19","3","SY",18.5,NA,116,NA,"","","","Light","Light",20.74,3,"Fledged",6.91333333333333,"Light_Light",NA,NA,NA
"173",278172408,"2019","TRES","Ithaca","Unit_4","12","Unit_4_12_2019","P19N420",0.285714285714286,0.392597488433576,14,712,278172479,"Nestling","Unknown","21-Jun-19",NA,"12",16.5,23.3,32,3,"Fledged","","Light","Light",20.74,3,"Fledged",6.91333333333333,"Light_Light",3026,3,420,"Adult","F","15-Jun-19","3","SY",18.5,NA,116,NA,"","","","Light","Light",20.74,3,"Fledged",6.91333333333333,"Light_Light",NA,NA,NA
"174",278172410,"2019","TRES","Ithaca","Unit_4","95","Unit_4_95_2019","P19N437",0.3125,0.281597365170852,16,747,278172485,"Nestling","Unknown","22-Jun-19",NA,"12",20,24.3,49,5,"Fledged","","Light","Light",54,5,"Fledged",10.8,"Light_Light",2429,5,537,"Adult","F","17-Jun-19","3","ASY",19,NA,110,NA,"","P19N323","New life tag and PIT were put @midnight","Light","Light",54,5,"Fledged",10.8,"Light_Light",0.729559748427673,0.583333333333333,12
"175",278172410,"2019","TRES","Ithaca","Unit_4","95","Unit_4_95_2019","L19N016b",0.461538461538462,0.952083982953955,13,967,NA,"Nestling",NA,"17-Jun-19",NA,"6",NA,NA,NA,NA,NA,NA,"Light","Light",54,5,"Fledged",10.8,"Light_Light",9621,5,537,"Adult","F","17-Jun-19","3","ASY",19,NA,110,NA,"","P19N323","New life tag and PIT were put @midnight","Light","Light",54,5,"Fledged",10.8,"Light_Light",0.729559748427673,0.583333333333333,12
"176",278172410,"2019","TRES","Ithaca","Unit_4","95","Unit_4_95_2019","P19N438",0.4,0.847353618000511,20,748,278172486,"Nestling","Unknown","22-Jun-19",NA,"12",16,23.8,39,5,"Fledged","","Light","Light",54,5,"Fledged",10.8,"Light_Light",3911,5,537,"Adult","F","17-Jun-19","3","ASY",19,NA,110,NA,"","P19N323","New life tag and PIT were put @midnight","Light","Light",54,5,"Fledged",10.8,"Light_Light",0.729559748427673,0.583333333333333,12
"177",278172410,"2019","TRES","Ithaca","Unit_4","95","Unit_4_95_2019","P19N436",0.269230769230769,0.394420131291028,26,746,278172484,"Nestling","Unknown","22-Jun-19",NA,"12",23.5,25.7,52,5,"Fledged","","Light","Light",54,5,"Fledged",10.8,"Light_Light",7312,5,537,"Adult","F","17-Jun-19","3","ASY",19,NA,110,NA,"","P19N323","New life tag and PIT were put @midnight","Light","Light",54,5,"Fledged",10.8,"Light_Light",0.729559748427673,0.583333333333333,12
"178",278172410,"2019","TRES","Ithaca","Unit_4","95","Unit_4_95_2019","L19N016a",0.384615384615385,0.981233243967828,13,966,NA,"Nestling",NA,"17-Jun-19",NA,"6",NA,NA,NA,NA,NA,NA,"Light","Light",54,5,"Fledged",10.8,"Light_Light",1865,5,537,"Adult","F","17-Jun-19","3","ASY",19,NA,110,NA,"","P19N323","New life tag and PIT were put @midnight","Light","Light",54,5,"Fledged",10.8,"Light_Light",0.729559748427673,0.583333333333333,12
"179",278172410,"2019","TRES","Ithaca","Unit_4","95","Unit_4_95_2019","P19N434",0.285714285714286,0.350549003660024,14,744,278172482,"Nestling","Unknown","22-Jun-19",NA,"12",21.5,24.4,49,5,"Fledged","","Light","Light",54,5,"Fledged",10.8,"Light_Light",4918,5,537,"Adult","F","17-Jun-19","3","ASY",19,NA,110,NA,"","P19N323","New life tag and PIT were put @midnight","Light","Light",54,5,"Fledged",10.8,"Light_Light",0.729559748427673,0.583333333333333,12
"180",278172410,"2019","TRES","Ithaca","Unit_4","95","Unit_4_95_2019","P19N435",0.384615384615385,0.702189781021898,13,745,278172483,"Nestling","Unknown","22-Jun-19",NA,"12",19.5,24.5,48,5,"Fledged","483 RFID ""8E"" or ""87""","Light","Light",54,5,"Fledged",10.8,"Light_Light",685,5,537,"Adult","F","17-Jun-19","3","ASY",19,NA,110,NA,"","P19N323","New life tag and PIT were put @midnight","Light","Light",54,5,"Fledged",10.8,"Light_Light",0.729559748427673,0.583333333333333,12
"181",278172411,"2019","TRES","Ithaca","Unit_4","84","Unit_4_84_2019","L19N019d",0.285714285714286,0.378959604766056,14,979,NA,"Nestling",NA,"20-Jun-19",NA,"6",NA,NA,NA,NA,NA,NA,"Light","Light_Control",84.4,5,"Fledged",16.88,"Light_Light_Control",6882,5,711,"Adult","F","21-Jun-19","3","ASY",20.25,NA,115,NA,"","","Added glue to PIT tag on 3rd capture.","Light","Light_Control",84.4,5,"Fledged",16.88,"Light_Light_Control",NA,NA,NA
"182",278172411,"2019","TRES","Ithaca","Unit_4","84","Unit_4_84_2019","L19N019b",0.333333333333333,0.765182186234818,9,977,NA,"Nestling",NA,"20-Jun-19",NA,"6",NA,NA,NA,NA,NA,NA,"Light","Light_Control",84.4,5,"Fledged",16.88,"Light_Light_Control",5434,5,711,"Adult","F","21-Jun-19","3","ASY",20.25,NA,115,NA,"","","Added glue to PIT tag on 3rd capture.","Light","Light_Control",84.4,5,"Fledged",16.88,"Light_Light_Control",NA,NA,NA
"183",278172411,"2019","TRES","Ithaca","Unit_4","84","Unit_4_84_2019","L19N019a",0.555555555555556,0.84990253411306,9,976,NA,"Nestling",NA,"20-Jun-19",NA,"6",NA,NA,NA,NA,NA,NA,"Light","Light_Control",84.4,5,"Fledged",16.88,"Light_Light_Control",513,5,711,"Adult","F","21-Jun-19","3","ASY",20.25,NA,115,NA,"","","Added glue to PIT tag on 3rd capture.","Light","Light_Control",84.4,5,"Fledged",16.88,"Light_Light_Control",NA,NA,NA
"184",278172412,"2019","TRES","Ithaca","Unit_4","61","Unit_4_61_2019","L19N018d",0.285714285714286,0.706257025103035,14,973,NA,"Nestling",NA,"19-Jun-19",NA,"6",NA,NA,NA,NA,NA,NA,"Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",2669,6,632,"Adult","F","19-Jun-19","3","SY",18.5,NA,114,NA,"","P19N367","","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",0.626172759624717,0.428571428571429,21
"185",278172412,"2019","TRES","Ithaca","Unit_4","61","Unit_4_61_2019","P19N465",0.222222222222222,0.0717344753747323,27,805,278172494,"Nestling","Unknown","24-Jun-19",NA,"12",24,25.4,61,6,"Fledged","","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",934,6,632,"Adult","F","19-Jun-19","3","SY",18.5,NA,114,NA,"","P19N367","","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",0.626172759624717,0.428571428571429,21
"186",278172412,"2019","TRES","Ithaca","Unit_4","61","Unit_4_61_2019","L19N018c",0.416666666666667,0.892857142857143,12,972,NA,"Nestling",NA,"19-Jun-19",NA,"6",NA,NA,NA,NA,NA,NA,"Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",700,6,632,"Adult","F","19-Jun-19","3","SY",18.5,NA,114,NA,"","P19N367","","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",0.626172759624717,0.428571428571429,21
"187",278172412,"2019","TRES","Ithaca","Unit_4","61","Unit_4_61_2019","P19N464",0.333333333333333,0.059967585089141,15,804,278172493,"Nestling","Unknown","24-Jun-19",NA,"12",23,26.3,57,6,"Fledged","","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",617,6,632,"Adult","F","19-Jun-19","3","SY",18.5,NA,114,NA,"","P19N367","","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",0.626172759624717,0.428571428571429,21
"188",278172412,"2019","TRES","Ithaca","Unit_4","61","Unit_4_61_2019","L19N018e",0.545454545454545,0.890855457227139,11,974,NA,"Nestling",NA,"19-Jun-19",NA,"6",NA,NA,NA,NA,NA,NA,"Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",2373,6,632,"Adult","F","19-Jun-19","3","SY",18.5,NA,114,NA,"","P19N367","","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",0.626172759624717,0.428571428571429,21
"189",278172412,"2019","TRES","Ithaca","Unit_4","61","Unit_4_61_2019","L19N018f",0.636363636363636,0.908768821966342,11,975,NA,"Nestling",NA,"19-Jun-19",NA,"6",NA,NA,NA,NA,NA,NA,"Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",1129,6,632,"Adult","F","19-Jun-19","3","SY",18.5,NA,114,NA,"","P19N367","","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",0.626172759624717,0.428571428571429,21
"190",278172412,"2019","TRES","Ithaca","Unit_4","61","Unit_4_61_2019","P19N463",0.227272727272727,0.00713266761768902,22,802,278172491,"Nestling","Unknown","24-Jun-19",NA,"12",21.5,25.4,49,6,"Fledged","","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",15422,6,632,"Adult","F","19-Jun-19","3","SY",18.5,NA,114,NA,"","P19N367","","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",0.626172759624717,0.428571428571429,21
"191",278172412,"2019","TRES","Ithaca","Unit_4","61","Unit_4_61_2019","L19N018b",0.5,0.921713441654358,12,971,NA,"Nestling",NA,"19-Jun-19",NA,"6",NA,NA,NA,NA,NA,NA,"Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",1354,6,632,"Adult","F","19-Jun-19","3","SY",18.5,NA,114,NA,"","P19N367","","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control",0.626172759624717,0.428571428571429,21
"192",278172413,"2019","TRES","Ithaca","Unit_4","15","Unit_4_15_2019","L19N020a",0.4,0.229540918163673,10,980,NA,"Nestling",NA,"24-Jun-19",NA,"6",NA,NA,NA,NA,NA,NA,"Light","Light_Control",59.66,5,"Fledged",11.932,"Light_Light_Control",501,5,800,"Adult","F","24-Jun-19","3","SY",16.75,NA,115,NA,"","P19N455","Preen gland exposed Tag a little loose, added more glue at third capture.","Light","Light_Control",59.66,5,"Fledged",11.932,"Light_Light_Control",0.623433242506812,0.333333333333333,15
"193",278172413,"2019","TRES","Ithaca","Unit_4","15","Unit_4_15_2019","L19N020c",0.5,0.814847161572053,16,982,NA,"Nestling",NA,"24-Jun-19",NA,"6",NA,NA,NA,NA,NA,NA,"Light","Light_Control",59.66,5,"Fledged",11.932,"Light_Light_Control",2290,5,800,"Adult","F","24-Jun-19","3","SY",16.75,NA,115,NA,"","P19N455","Preen gland exposed Tag a little loose, added more glue at third capture.","Light","Light_Control",59.66,5,"Fledged",11.932,"Light_Light_Control",0.623433242506812,0.333333333333333,15
"194",281128402,"2019","TRES","Ithaca","Unit_2","20","Unit_2_20_2019","P19N253",0.357142857142857,0.806060606060606,14,364,281128735,"Nestling","Unknown","13-Jun-19",NA,"12",20,25.6,53,4,"Fledged","","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con",990,4,191,"Adult","F","07-Jun-19","3","SY",19,27.4,119,NA,"","P19N137","","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con",0.733550681683462,0.6,15
"195",281128402,"2019","TRES","Ithaca","Unit_2","20","Unit_2_20_2019","P19N254",0.45,0.276569864679945,20,365,281128736,"Nestling","Unknown","13-Jun-19",NA,"12",20.5,25.8,55,4,"Fledged","","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con",6577,4,191,"Adult","F","07-Jun-19","3","SY",19,27.4,119,NA,"","P19N137","","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con",0.733550681683462,0.6,15
"196",281128402,"2019","TRES","Ithaca","Unit_2","20","Unit_2_20_2019","P19N251",0.545454545454545,0.415466886055121,11,362,281128733,"Nestling","Unknown","13-Jun-19",NA,"12",19,26.6,56,4,"Fledged","","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con",2431,4,191,"Adult","F","07-Jun-19","3","SY",19,27.4,119,NA,"","P19N137","","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con",0.733550681683462,0.6,15
"197",281128402,"2019","TRES","Ithaca","Unit_2","20","Unit_2_20_2019","P19N287",0.428571428571429,0.984282778822192,14,506,281128733,"Nestling","Unknown","16-Jun-19",NA,"15",17.25,NA,NA,3,"Fledged","","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con",45746,3,191,"Adult","F","07-Jun-19","3","SY",19,27.4,119,NA,"","P19N137","","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con",0.733550681683462,0.6,15
"198",281128403,"2019","TRES","Ithaca","Unit_2","94","Unit_2_94_2019","P19N274",0.411764705882353,0.958912893360955,17,414,278172306,"Nestling","Unknown","15-Jun-19",NA,"12",11.75,21.5,28.5,4,"Died","","Color_Stress","Pred_Con",73,6,"Died",12.1666666666667,"Color_Stress_Pred_Con",20274,4,220,"Adult","F","09-Jun-19","3","SY",19,28.2,112,NA,"","P19N161","","Color_Stress","Pred_Con",73,6,"Died",12.1666666666667,"Color_Stress_Pred_Con",0.9,0.454545454545455,11
"199",281128403,"2019","TRES","Ithaca","Unit_2","94","Unit_2_94_2019","P19N273",0.666666666666667,0.00110558319513543,3,413,278172305,"Nestling","Unknown","15-Jun-19",NA,"12",15,22.5,32,4,"Died","","Color_Stress","Pred_Con",73,6,"Died",12.1666666666667,"Color_Stress_Pred_Con",1809,4,220,"Adult","F","09-Jun-19","3","SY",19,28.2,112,NA,"","P19N161","","Color_Stress","Pred_Con",73,6,"Died",12.1666666666667,"Color_Stress_Pred_Con",0.9,0.454545454545455,11
"200",281128601,"2019","TRES","Ithaca","Unit_2","99","Unit_2_99_2019","P19N447",0.428571428571429,0.00426839679016561,7,776,281128533,"Nestling","Unknown","22-Jun-19",NA,"12",14,25.1,37,4,"Died","Stressed glucose too high for glucose meter to read (It read ""High"" on meter)","Color_Stress","Cont_Con",36,4,"Fledged",9,"Color_Stress_Cont_Con",5857,4,554,"Adult","F","17-Jun-19","3","SY",17.5,28.2,116,NA,"","P19N309","","Color_Stress","Cont_Con",36,4,"Fledged",9,"Color_Stress_Cont_Con",0.963721724285104,0.533333333333333,15
"201",281128602,"2019","TRES","Ithaca","Unit_2","85","Unit_2_85_2019","P19N433",0.470588235294118,0.796533911014831,17,774,281128531,"Nestling","Unknown","22-Jun-19",NA,"12",19.9,25.4,53,5,"Fledged","","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul",6001,5,555,"Adult","F","17-Jun-19","3","ASY",18.5,28.5,116,NA,"","P19N313","","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul",0.973913043478261,0.5,8
"202",281128602,"2019","TRES","Ithaca","Unit_2","85","Unit_2_85_2019","P19N474",0.5,0.555555555555555,12,847,281128529,"Nestling","Unknown","25-Jun-19",NA,"15",15,NA,NA,5,"Fledged","","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul",252,5,555,"Adult","F","17-Jun-19","3","ASY",18.5,28.5,116,NA,"","P19N313","","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul",0.973913043478261,0.5,8
"203",281128602,"2019","TRES","Ithaca","Unit_2","85","Unit_2_85_2019","P19N475",0.5,0.839185393258427,8,849,281128531,"Nestling","Unknown","25-Jun-19",NA,"15",19.25,NA,NA,5,"Fledged","","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul",1424,5,555,"Adult","F","17-Jun-19","3","ASY",18.5,28.5,116,NA,"","P19N313","","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul",0.973913043478261,0.5,8
"204",281128603,"2019","TRES","Ithaca","Unit_2","72","Unit_2_72_2019","P19N482",0.555555555555556,0.456061274664313,9,824,278172291,"Nestling","Unknown","25-Jun-19",NA,"12",18,24.5,54,5,"Fledged","Fecal sample number was originally recorded 100 lower than it should have been. Nestlings injected with expired dex.","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con",31726,5,640,"Adult","F","19-Jun-19","3","SY",18.25,26.9,117,NA,"","P19N370","","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con",0.168449197860963,0.35,20
"205",281128603,"2019","TRES","Ithaca","Unit_2","72","Unit_2_72_2019","P19N480",0.285714285714286,0.0257879656160458,7,822,278172289,"Nestling","Unknown","25-Jun-19",NA,"12",18,24,46,5,"Fledged","Fecal sample number was originally recorded 100 lower than it should have been. Nestlings injected with expired dex.","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con",349,5,640,"Adult","F","19-Jun-19","3","SY",18.25,26.9,117,NA,"","P19N370","","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con",0.168449197860963,0.35,20
"206",281128603,"2019","TRES","Ithaca","Unit_2","72","Unit_2_72_2019","P19N492",0.5,0.881699346405229,8,871,278172292,"Nestling","Unknown","28-Jun-19",NA,"15",17.75,NA,NA,5,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con",3060,5,640,"Adult","F","19-Jun-19","3","SY",18.25,26.9,117,NA,"","P19N370","","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con",0.168449197860963,0.35,20
"207",281128701,"2019","TRES","Ithaca","Unit_1","105","Unit_1_105_2019","P19N276",0.266666666666667,0.0614754098360656,15,452,281128745,"Nestling","Unknown","15-Jun-19",NA,"12",16.5,24.5,45.5,5,"Fledged","","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",244,5,225,"Adult","F","09-Jun-19","3","SY",19.75,29,114,NA,"","P19N158","","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",NA,NA,NA
"208",281128701,"2019","TRES","Ithaca","Unit_1","105","Unit_1_105_2019","P19N275",0.333333333333333,0.000585532834879741,12,450,281128743,"Nestling","Unknown","15-Jun-19",NA,"12",16.5,24.8,42,5,"Fledged","","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",44404,5,225,"Adult","F","09-Jun-19","3","SY",19.75,29,114,NA,"","P19N158","","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",NA,NA,NA
"209",281128701,"2019","TRES","Ithaca","Unit_1","105","Unit_1_105_2019","P19N346",0.5,0.0584016393442623,10,620,281128743,"Nestling","Unknown","18-Jun-19",NA,"15",15.75,NA,NA,4,"Fledged","","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",2928,4,225,"Adult","F","09-Jun-19","3","SY",19.75,29,114,NA,"","P19N158","","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",NA,NA,NA
"210",281128701,"2019","TRES","Ithaca","Unit_1","105","Unit_1_105_2019","P19N345",0.411764705882353,0.839919624916276,17,623,281128746,"Nestling","Unknown","18-Jun-19",NA,"15",13.5,NA,NA,4,"Fledged","","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",1493,4,225,"Adult","F","09-Jun-19","3","SY",19.75,29,114,NA,"","P19N158","","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",NA,NA,NA
"211",281128701,"2019","TRES","Ithaca","Unit_1","105","Unit_1_105_2019","P19N277",0.25,0.150636492220651,16,453,281128746,"Nestling","Unknown","15-Jun-19",NA,"12",14.75,24.3,41,5,"Fledged","","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",2828,5,225,"Adult","F","09-Jun-19","3","SY",19.75,29,114,NA,"","P19N158","","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",NA,NA,NA
"212",281128701,"2019","TRES","Ithaca","Unit_1","105","Unit_1_105_2019","P19N344",0.416666666666667,0.814529628389689,24,622,281128745,"Nestling","Unknown","18-Jun-19",NA,"15",14.5,NA,NA,4,"Fledged","","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",2987,4,225,"Adult","F","09-Jun-19","3","SY",19.75,29,114,NA,"","P19N158","","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",NA,NA,NA
"213",281128701,"2019","TRES","Ithaca","Unit_1","105","Unit_1_105_2019","P19N343",0.25,0.856750152718387,28,621,281128744,"Nestling","Unknown","18-Jun-19",NA,"15",16.5,NA,NA,4,"Fledged","","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",6548,4,225,"Adult","F","09-Jun-19","3","SY",19.75,29,114,NA,"","P19N158","","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul",NA,NA,NA
"214",281128704,"2019","TRES","Ithaca","Unit_1","58","Unit_1_58_2019","P19N426",0.4,0.0172222222222222,15,786,281128678,"Nestling","Unknown","22-Jun-19",NA,"12",20.5,24.5,48,3,"Died","","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con",21600,3,558,"Adult","F","17-Jun-19","3","SY",17.5,28.3,118,NA,"","P19N320","Bolus taken","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con",0.975369458128079,0.5,8
"215",281128704,"2019","TRES","Ithaca","Unit_1","58","Unit_1_58_2019","P19N427",0.28,0.962586052080215,25,787,281128679,"Nestling","Unknown","22-Jun-19",NA,"12",22.5,26.3,54,3,"Fledged","","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con",3341,3,558,"Adult","F","17-Jun-19","3","SY",17.5,28.3,118,NA,"","P19N320","Bolus taken","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con",0.975369458128079,0.5,8
"216",281128704,"2019","TRES","Ithaca","Unit_1","58","Unit_1_58_2019","P19N466",0.5,0.858449687048628,6,855,281128678,"Nestling","Unknown","25-Jun-19",NA,"15",18,NA,NA,3,"Died","","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con",2077,3,558,"Adult","F","17-Jun-19","3","SY",17.5,28.3,118,NA,"","P19N320","Bolus taken","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con",0.975369458128079,0.5,8
"217",281128704,"2019","TRES","Ithaca","Unit_1","58","Unit_1_58_2019","P19N425",0.28,0.707785153892577,25,785,281128677,"Nestling","Unknown","22-Jun-19",NA,"12",22,25.7,54,3,"Fledged","","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con",8285,3,558,"Adult","F","17-Jun-19","3","SY",17.5,28.3,118,NA,"","P19N320","Bolus taken","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con",0.975369458128079,0.5,8
